name,author,format,book_depository_stars,price,isbn,category,img_paths
AI Superpowers,Kai-Fu Lee,Hardback,4.0,17.47,9781328546395,Technology-Engineering,dataset/Technology-Engineering/0000120.jpg
Packing for Mars,Mary Roach,Paperback,4.0,9.88,9781851688234,Technology-Engineering,dataset/Technology-Engineering/0000121.jpg
Elon Musk,Ashlee Vance,Paperback,4.0,9.04,9780062469670,Technology-Engineering,dataset/Technology-Engineering/0000122.jpg
The Rise of the Robots,Martin Ford,Paperback,4.0,10.01,9781780748481,Technology-Engineering,dataset/Technology-Engineering/0000123.jpg
The Modern Natural Dyer,Kristine Vejar,Hardback,4.5,20.91,9781617691751,Technology-Engineering,dataset/Technology-Engineering/0000124.jpg
Millennium Falcon Manual,Ryder Windham,Hardback,4.0,14.01,9780857330963,Technology-Engineering,dataset/Technology-Engineering/0000125.jpg
Curiosity,Markus Motum,Paperback,4.5,11.36,9781406387155,Technology-Engineering,dataset/Technology-Engineering/0000126.jpg
The Planets,Brian Cox,Hardback,4.5,27.52,9780007488841,Technology-Engineering,dataset/Technology-Engineering/0000127.jpg
The Professional Chef,The Culinary Institute of America (CIA),Hardback,4.5,80.24,9780470421352,Technology-Engineering,dataset/Technology-Engineering/0000128.jpg
Momofuku,David Chang,Hardback,4.0,28.11,9780307451958,Technology-Engineering,dataset/Technology-Engineering/0000129.jpg
Stick and Rudder: An Explanation of the Art of Flying,Wolfgang Langewiesche,Hardback,4.5,21.67,9780070362406,Technology-Engineering,dataset/Technology-Engineering/0000130.jpg
You Can Farm,Joel Salatin,Paperback,4.0,25.49,9780963810922,Technology-Engineering,dataset/Technology-Engineering/0000131.jpg
The Yorkshire Shepherdess,Amanda Owen,Paperback,4.5,7.56,9781447251781,Technology-Engineering,dataset/Technology-Engineering/0000132.jpg
The Moneyless Man,Mark Boyle,Paperback,4.0,8.8,9781851687879,Technology-Engineering,dataset/Technology-Engineering/0000133.jpg
Special Relativity and Classical Field Theory,Leonard Susskind,Paperback,4.5,10.64,9780141985015,Technology-Engineering,dataset/Technology-Engineering/0000134.jpg
Refactoring,Martin Fowler,Hardback,4.0,50.8,9780201485677,Technology-Engineering,dataset/Technology-Engineering/0000135.jpg
Molecular Gastronomy,Herve This,Paperback,4.0,15.18,9780231133135,Technology-Engineering,dataset/Technology-Engineering/0000136.jpg
The Shallows,Nicholas Carr,Paperback,4.0,11.15,9781848872271,Technology-Engineering,dataset/Technology-Engineering/0000137.jpg
Stuff Matters,Mark A. Miodownik,Paperback,4.0,8.35,9780241955185,Technology-Engineering,dataset/Technology-Engineering/0000138.jpg
"Wind, Sand and Stars",Antoine de Saint-Exupery,Paperback,4.0,8.55,9780141183190,Technology-Engineering,dataset/Technology-Engineering/0000139.jpg
Slow Death by Rubber Duck,Rick Smith,Paperback,4.0,12.09,9781582437026,Technology-Engineering,dataset/Technology-Engineering/0000140.jpg
Requirements for Electrical Installations: BS 7671:2008 Incorporating Amendment No 1: 2011,Institution Of Engineering And Technology,Paperback,4.5,75.08,9781849192699,Technology-Engineering,dataset/Technology-Engineering/0000141.jpg
The Lego Technic Idea Book: Simple Machines,Yoshihito Isogawa,Paperback,4.0,16.84,9781593272777,Technology-Engineering,dataset/Technology-Engineering/0000142.jpg
Wine Grapes,Jancis Robinson,Hardback,4.5,165.23,9781846144462,Technology-Engineering,dataset/Technology-Engineering/0000143.jpg
Ace The Technical Pilot Interview 2/E,Gary V. Bristow,Paperback,4.0,20.88,9780071793865,Technology-Engineering,dataset/Technology-Engineering/0000144.jpg
The Sixth Extinction,Elizabeth Kolbert,Paperback,4.0,15.29,9781250062185,Technology-Engineering,dataset/Technology-Engineering/0000145.jpg
Design. Think. Make. Break. Repeat,Martin Tomitsch,Paperback,3.5,27.29,9789063694791,Technology-Engineering,dataset/Technology-Engineering/0000146.jpg
"Guns, Germs, and Steel",Jared Diamond,Hardback,4.0,23.76,9780393061314,Technology-Engineering,dataset/Technology-Engineering/0000147.jpg
Drawdown,Paul Hawken,Paperback,4.5,23.36,9780141988436,Technology-Engineering,dataset/Technology-Engineering/0000148.jpg
Cod,Mark Kurlansky,Paperback,4.0,7.36,9780099268703,Technology-Engineering,dataset/Technology-Engineering/0000149.jpg
The Watch Book Rolex,Gisbert Brunner,Hardback,4.0,45.46,9783832769185,Technology-Engineering,dataset/Technology-Engineering/0000150.jpg
"""The Prize: The Epic Quest for Oil, Money and Power """,Daniel Yergin,Paperback,4.5,18.59,9781439110126,Technology-Engineering,dataset/Technology-Engineering/0000151.jpg
Sous Vide At Home,Lisa Q. Fetterman,Hardback,4.0,27.05,9780399578069,Technology-Engineering,dataset/Technology-Engineering/0000152.jpg
Making Your Own Cheese,Paul Peacock,Paperback,4.0,7.75,9781905862481,Technology-Engineering,dataset/Technology-Engineering/0000153.jpg
Stranger Things: Worlds Turned Upside Down,Gina McIntyre,Hardback,4.5,28.18,9781780899602,Technology-Engineering,dataset/Technology-Engineering/0000154.jpg
Highest Duty,Chesley B. Sullenberger,Paperback,4.0,10.56,9780061924699,Technology-Engineering,dataset/Technology-Engineering/0000155.jpg
Complete Japanese Joinery,Yasuo Nakahara,Paperback,4.5,23.76,9780881791211,Technology-Engineering,dataset/Technology-Engineering/0000156.jpg
Collins Complete Woodworker's Manual,Albert Jackson,Hardback,4.0,34.11,9780007164424,Technology-Engineering,dataset/Technology-Engineering/0000157.jpg
The Cow Book,John Connell,Paperback,4.5,9.28,9781783784189,Technology-Engineering,dataset/Technology-Engineering/0000158.jpg
Carrying the Fire,Michael Collins,Paperback,4.5,11.12,9781509896578,Technology-Engineering,dataset/Technology-Engineering/0000159.jpg
Beeswax Alchemy,Petra Ahnert,Paperback,4.0,15.16,9781592539796,Technology-Engineering,dataset/Technology-Engineering/0000160.jpg
Brunel,Steven Brindle,Paperback,4.0,8.64,9780753821251,Technology-Engineering,dataset/Technology-Engineering/0000161.jpg
The Book Of Five Rings,Miyamoto Musashi,Hardback,4.0,14.45,9781590309841,Technology-Engineering,dataset/Technology-Engineering/0000162.jpg
The Lean Dairy Farm,Jana Hocken,Paperback,5.0,16.69,9780730368410,Technology-Engineering,dataset/Technology-Engineering/0000163.jpg
Watchmaking,George Daniels,Hardback,4.5,53.72,9780856677045,Technology-Engineering,dataset/Technology-Engineering/0000164.jpg
Ignition!,John Drury Clark,Paperback,4.0,18.88,9780813595832,Technology-Engineering,dataset/Technology-Engineering/0000165.jpg
How To Read Water,Tristan Gooley,Paperback,4.0,9.63,9781473615229,Technology-Engineering,dataset/Technology-Engineering/0000166.jpg
Tractor Ultimate Sticker Book,DK,Paperback,0.0,4.95,9781405304467,Technology-Engineering,dataset/Technology-Engineering/0000167.jpg
Gears and Gear Cutting,Ivan R. Law,Paperback,4.5,7.77,9780852429112,Technology-Engineering,dataset/Technology-Engineering/0000168.jpg
Merchants of Doubt,Naomi Oreskes,Paperback,4.0,17.21,9781608193943,Technology-Engineering,dataset/Technology-Engineering/0000169.jpg
Structural Engineer's Pocket Book: Eurocodes,Fiona Cobb,Paperback,4.5,38.78,9780080971216,Technology-Engineering,dataset/Technology-Engineering/0000170.jpg
"Animal, Vegetable, Miracle",Barbara Kingsolver,Paperback,4.0,12.1,9780571233571,Technology-Engineering,dataset/Technology-Engineering/0000171.jpg
"Steven Adams: My Life, My Fight",Steven Adams,Paperback,4.5,28.77,9780143771296,Technology-Engineering,dataset/Technology-Engineering/0000172.jpg
Aotearoa,Gavin Bishop,Hardback,4.5,47.17,9780143770350,Technology-Engineering,dataset/Technology-Engineering/0000173.jpg
"Art and Science of Natural Dyes: Principles, Experiments and Results",Joy Boutrup,Spiral bound,5.0,43.11,9780764356339,Technology-Engineering,dataset/Technology-Engineering/0000174.jpg
Novacene,James Lovelock,Hardback,4.0,14.43,9780241399361,Technology-Engineering,dataset/Technology-Engineering/0000175.jpg
Organic Mushroom Farming and Mycoremediation,Tradd Cotter,Paperback,4.5,29.17,9781603584555,Technology-Engineering,dataset/Technology-Engineering/0000176.jpg
Voices from Chernobyl,Svetlana Alexievich,Hardback,4.5,23.27,9781564784018,Technology-Engineering,dataset/Technology-Engineering/0000177.jpg
American Sour Beers,Michael Tonsmeire,Paperback,4.5,17.8,9781938469114,Technology-Engineering,dataset/Technology-Engineering/0000178.jpg
"Hardening, Tempering and Heat Treatment",Tubal Cain,Paperback,4.0,7.81,9780852428375,Technology-Engineering,dataset/Technology-Engineering/0000179.jpg
Vanity Fair 100 Years:From the Jazz Age to Our Age,Graydon Carter,Hardback,4.5,67.28,9781419708633,Technology-Engineering,dataset/Technology-Engineering/0000180.jpg
Innovators,Walter Isaacson,Paperback,4.0,11.54,9781471138805,Technology-Engineering,dataset/Technology-Engineering/0000181.jpg
Manufacturing Processes for Design Professionals,Rob Thompson,Hardback,4.5,64.55,9780500513750,Technology-Engineering,dataset/Technology-Engineering/0000182.jpg
The Lego Mindstorms Ev3 Discovery Book,Laurens Valk,Paperback,4.5,24.06,9781593275327,Technology-Engineering,dataset/Technology-Engineering/0000183.jpg
The Vegetarian Myth,Lierre Keith,Paperback,3.5,18.43,9781604860801,Technology-Engineering,dataset/Technology-Engineering/0000184.jpg
The C++ Programming Language,Bjarne Stroustrup,Paperback,4.0,52.63,9780321563842,Technology-Engineering,dataset/Technology-Engineering/0000185.jpg
Mastering Pasta,Marc Vetri,Hardback,4.5,22.77,9781607746072,Technology-Engineering,dataset/Technology-Engineering/0000186.jpg
Metric Pattern Cutting for Children's Wear and Babywear,Winifred Aldrich,Hardback,4.0,36.29,9781405182928,Technology-Engineering,dataset/Technology-Engineering/0000187.jpg
The Complete Modern Blacksmith,Alexander Weygers,Paperback,4.5,20.39,9780898158960,Technology-Engineering,dataset/Technology-Engineering/0000188.jpg
Sodium Bicarbonate,Dr Mark Sircus,Paperback,4.0,14.64,9780757003943,Technology-Engineering,dataset/Technology-Engineering/0000189.jpg
Speculations on the Evolution of Human Intelligence,Carl Sagan,Paperback,4.0,7.22,9780345346292,Technology-Engineering,dataset/Technology-Engineering/0000190.jpg
Art of the Brave,Jenny Lerew,Hardback,4.5,29.46,9781452101422,Technology-Engineering,dataset/Technology-Engineering/0000191.jpg
Midnight in Chernobyl,Adam Higginbotham,Hardback,4.5,22.62,9780593076835,Technology-Engineering,dataset/Technology-Engineering/0000192.jpg
Aquaponic Gardening,Sylvia Bernstein,Paperback,4.0,14.91,9781908643087,Technology-Engineering,dataset/Technology-Engineering/0000193.jpg
Stuff Matters,Mark Miodownik,Paperback,4.0,13.49,9780544483941,Technology-Engineering,dataset/Technology-Engineering/0000194.jpg
Advanced Bread and Pastry,Michel Suas,Hardback,4.5,101.35,9781418011697,Technology-Engineering,dataset/Technology-Engineering/0000195.jpg
An Anarchy of Chillies,Caz Hildebrand,Hardback,3.5,18.39,9780500021835,Technology-Engineering,dataset/Technology-Engineering/0000196.jpg
The Boy Who Harnessed the Wind,William Kamkwamba,Paperback,4.0,9.14,9780007316199,Technology-Engineering,dataset/Technology-Engineering/0000197.jpg
Guide to Bees & Honey,Ted Hooper,Paperback,4.0,15.41,9781904846512,Technology-Engineering,dataset/Technology-Engineering/0000198.jpg
Gino's Italian Coastal Escape,Gino D'Acampo,Hardback,4.5,20.3,9781473661516,Technology-Engineering,dataset/Technology-Engineering/0000199.jpg
An Astronaut's Guide to Life on Earth,Chris Hadfield,Hardback,4.0,20.53,9780316253017,Technology-Engineering,dataset/Technology-Engineering/0000200.jpg
"Make: Electronics, 2e",Charles Platt,Paperback,4.5,21.46,9781680450262,Technology-Engineering,dataset/Technology-Engineering/0000201.jpg
Goodnight iPad,Ann Droyd,Hardback,4.0,13.28,9780399158568,Technology-Engineering,dataset/Technology-Engineering/0000202.jpg
Escoffier,H. L. Cracknell,Hardback,4.5,66.87,9780470900277,Technology-Engineering,dataset/Technology-Engineering/0000203.jpg
Boatowners Mechanical and Electrical Manual 4/E,Nigel Calder,Hardback,4.5,61.41,9780071790338,Technology-Engineering,dataset/Technology-Engineering/0000204.jpg
Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,Hardback,3.5,11.12,9781847925398,Technology-Engineering,dataset/Technology-Engineering/0000205.jpg
The Resilient Farm and Homestead,Ben Falk,Paperback,4.5,28.22,9781603584449,Technology-Engineering,dataset/Technology-Engineering/0000206.jpg
"Art of Rogue One: A Star Wars Story, The",Josh Kushins,Hardback,4.5,25.53,9781419722257,Technology-Engineering,dataset/Technology-Engineering/0000207.jpg
Human Universe,Brian Cox,Hardback,4.5,21.45,9780007488803,Technology-Engineering,dataset/Technology-Engineering/0000208.jpg
Sustainable Energy - without the hot air,David J. C. MacKay,Paperback,4.5,27.61,9780954452933,Technology-Engineering,dataset/Technology-Engineering/0000209.jpg
Sepp Holzer's Permaculture,Sepp Holzer,Paperback,4.5,25.06,9781603583701,Technology-Engineering,dataset/Technology-Engineering/0000210.jpg
"Project X Origins: Purple Book Band, Oxford Level 8: Water: A Wild Ride",Tony Bradman,Paperback,4.0,6.09,9780198301783,Technology-Engineering,dataset/Technology-Engineering/0000211.jpg
Limits to Growth,Donella H. Meadows,Paperback,4.0,19.06,9781931498586,Technology-Engineering,dataset/Technology-Engineering/0000212.jpg
"Project X Origins: Purple Book Band, Oxford Level 8: Water: Don't Look Down",Tony Bradman,Paperback,0.0,6.09,9780198301790,Technology-Engineering,dataset/Technology-Engineering/0000213.jpg
Heritage,Sean Brock,Hardback,4.5,23.55,9781579654634,Technology-Engineering,dataset/Technology-Engineering/0000214.jpg
Hello World,Hannah Fry,Paperback,4.0,9.62,9781784163068,Technology-Engineering,dataset/Technology-Engineering/0000215.jpg
The Information,James Gleick,Paperback,4.0,13.65,9780007225743,Technology-Engineering,dataset/Technology-Engineering/0000216.jpg
Climate Change Delusion and the Great Electricity Ripoff,Ian Plimer,Paperback,3.0,28.43,9781925501629,Technology-Engineering,dataset/Technology-Engineering/0000217.jpg
There Is No Planet B,Mike Berners-Lee,Paperback,4.0,12.19,9781108439589,Technology-Engineering,dataset/Technology-Engineering/0000218.jpg
Endurance,Scott Kelly,Paperback,4.0,25.57,9780857524768,Technology-Engineering,dataset/Technology-Engineering/0000219.jpg
Cradle to Cradle,William McDonough,Paperback,4.0,22.76,9780865475878,Technology-Engineering,dataset/Technology-Engineering/0000220.jpg
Deep Medicine,Eric Topol,Hardback,4.0,22.4,9781541644632,Technology-Engineering,dataset/Technology-Engineering/0000221.jpg
Make Ink,Jason Logan,Hardback,4.5,22.46,9781419732430,Technology-Engineering,dataset/Technology-Engineering/0000222.jpg
How to Build a Billion Dollar App,George Berkowski,Paperback,4.0,14.66,9780349401379,Technology-Engineering,dataset/Technology-Engineering/0000223.jpg
The Lost Language of Plants,Stephen Harrod Buhner,Paperback,4.5,15.07,9781890132880,Technology-Engineering,dataset/Technology-Engineering/0000224.jpg
The Lego Mindstorms Ev3 Idea Book,Yoshihito Isogawa,Hardback,4.5,20.87,9781593276003,Technology-Engineering,dataset/Technology-Engineering/0000225.jpg
Build Your Own Earth Oven,Kiko Denzer,Paperback,4.0,14.11,9780967984674,Technology-Engineering,dataset/Technology-Engineering/0000226.jpg
"Free-Range Chicken Gardens: How to Create a Beautiful, Chicken-Friendly Yard",Jessi Bloom,Paperback,4.0,13.83,9781604692372,Technology-Engineering,dataset/Technology-Engineering/0000227.jpg
Screw-cutting in the Lathe,Martin Cleeve,Paperback,4.0,8.01,9780852428382,Technology-Engineering,dataset/Technology-Engineering/0000228.jpg
Reeds Skipper's Handbook,Malcolm Pearson,Paperback,4.5,8.67,9781408124772,Technology-Engineering,dataset/Technology-Engineering/0000229.jpg
A Brief History of Time,Stephen Hawking,Hardback,4.0,25.73,9780553103748,Technology-Engineering,dataset/Technology-Engineering/0000230.jpg
Setting the Table: The Transforming Power of Hospitality in Business,Danny Meyer,Paperback,4.0,11.07,9780462099255,Technology-Engineering,dataset/Technology-Engineering/0000231.jpg
All Things Bright and Beautiful,James Herriot,Paperback,4.5,9.24,9781447226017,Technology-Engineering,dataset/Technology-Engineering/0000232.jpg
Maggie Austin Cake: Artistry and Technique,Maggie Austin,Hardback,4.5,24.09,9780544765351,Technology-Engineering,dataset/Technology-Engineering/0000233.jpg
A Brief History of Time: 10th Anniversary Ed,Stephen Hawking,Paperback,4.0,15.34,9780553380163,Technology-Engineering,dataset/Technology-Engineering/0000234.jpg
The Fourth Industrial Revolution,Klaus Schwab,Paperback,3.5,14.28,9780241300756,Technology-Engineering,dataset/Technology-Engineering/0000235.jpg
A Year in the Life of the Yorkshire Shepherdess,Amanda Owen,Paperback,4.5,7.59,9781447295266,Technology-Engineering,dataset/Technology-Engineering/0000236.jpg
The Everything Soapmaking Book,Alicia Grosso,Paperback,4.0,12.28,9781440550133,Technology-Engineering,dataset/Technology-Engineering/0000237.jpg
The Science Of Good Cooking,America's Test Kitchen,Hardback,4.5,25.41,9781933615981,Technology-Engineering,dataset/Technology-Engineering/0000238.jpg
The Pizza Bible,Tony Gemignani,Hardback,4.0,24.72,9781607746058,Technology-Engineering,dataset/Technology-Engineering/0000239.jpg
The Lego Technic Idea Book: Fantastic Contraptions,Yoshihito Isogawa,Paperback,4.0,16.95,9781593272791,Technology-Engineering,dataset/Technology-Engineering/0000240.jpg
How Baking Works,Paula I. Figoni,Paperback,4.0,33.8,9780470392676,Technology-Engineering,dataset/Technology-Engineering/0000241.jpg
The Aircraft Book,DK,Hardback,4.5,42.78,9781409364801,Technology-Engineering,dataset/Technology-Engineering/0000242.jpg
"Botany of Desire, the",Michael Pollan,Paperback,4.0,11.67,9780375760396,Technology-Engineering,dataset/Technology-Engineering/0000243.jpg
The Hand Sculpted House,Ianto Evans,Paperback,4.5,26.52,9781890132347,Technology-Engineering,dataset/Technology-Engineering/0000244.jpg
"The Complete Book of Butchering, Smoking, Curing, and Sausage Making",Philip Hasheider,Paperback,4.0,16.33,9780760337820,Technology-Engineering,dataset/Technology-Engineering/0000245.jpg
Salumi,Michael Ruhlman,Hardback,4.5,29.06,9780393068597,Technology-Engineering,dataset/Technology-Engineering/0000246.jpg
Complete Herbal Handbook for Farm and Stable,Juliette De Bairacli-Levy,Paperback,4.5,19.97,9780571161164,Technology-Engineering,dataset/Technology-Engineering/0000247.jpg
International School of Sugarcraft: Book One Beginners,Nicholas Lodge,Paperback,4.5,17.35,9781853917486,Technology-Engineering,dataset/Technology-Engineering/0000248.jpg
Coffee Obsession,DK,Hardback,4.0,18.26,9781409354680,Technology-Engineering,dataset/Technology-Engineering/0000249.jpg
The Art of Blacksmithing,Alex W. Bealer,Hardback,4.0,11.91,9780785803959,Technology-Engineering,dataset/Technology-Engineering/0000250.jpg
Dividing,Harold Hall,Paperback,4.0,7.61,9781854862389,Technology-Engineering,dataset/Technology-Engineering/0000251.jpg
The Winter Harvest Handbook,Eliot Coleman,Paperback,4.5,15.93,9781603580816,Technology-Engineering,dataset/Technology-Engineering/0000252.jpg
Framed Perspective Vol. 1,Marcos Mateu-Mestre,Paperback,4.5,29.09,9781624650307,Technology-Engineering,dataset/Technology-Engineering/0000253.jpg
The Lord God Made Them All,James Herriot,Paperback,4.5,9.04,9781447226093,Technology-Engineering,dataset/Technology-Engineering/0000254.jpg
Learning the Art of Electronics,Thomas C. Hayes,Paperback,5.0,66.15,9780521177238,Technology-Engineering,dataset/Technology-Engineering/0000255.jpg
The Future of Humanity,Michio Kaku,Hardback,4.0,21.48,9780241304846,Technology-Engineering,dataset/Technology-Engineering/0000256.jpg
Backyard Bees,Douglas Purdie,Hardback,4.5,15.19,9781743365083,Technology-Engineering,dataset/Technology-Engineering/0000257.jpg
Bold,Peter H. Diamandis,Paperback,4.0,10.09,9781476709581,Technology-Engineering,dataset/Technology-Engineering/0000258.jpg
The Art of War,Tzu Sun,Paperback,4.0,10.28,9780143105756,Technology-Engineering,dataset/Technology-Engineering/0000259.jpg
The Laws of Simplicity,John Maeda,Hardback,4.0,20.47,9780262134729,Technology-Engineering,dataset/Technology-Engineering/0000260.jpg
The Art of How to Train Your Dragon,Tracey Miller-Zarneke,Hardback,4.5,39.67,9781557048639,Technology-Engineering,dataset/Technology-Engineering/0000261.jpg
Soapmaker's Companion,Susan Miller Cavitch,Paperback,4.0,13.86,9780882669656,Technology-Engineering,dataset/Technology-Engineering/0000262.jpg
UX Bites - Small bites of information about User Experience Design,Gabriel Kirmaier,Hardback,4.5,40.92,9789730298222,Technology-Engineering,dataset/Technology-Engineering/0000263.jpg
Black Holes: The Reith Lectures,Stephen Hawking,Paperback,4.0,5.34,9780857503572,Technology-Engineering,dataset/Technology-Engineering/0000264.jpg
The Lego Technic Idea Book: Wheeled Wonders,Yoshihito Isogawa,Paperback,4.5,16.51,9781593272784,Technology-Engineering,dataset/Technology-Engineering/0000265.jpg
Genome,Matt Ridley,Paperback,4.0,14.43,9780060894085,Technology-Engineering,dataset/Technology-Engineering/0000266.jpg
The Code Book,Dr. Simon Singh,Paperback,4.5,15.81,9780385495325,Technology-Engineering,dataset/Technology-Engineering/0000267.jpg
Oil 101,Morgan Patrick Downey,Hardback,4.0,26.07,9780982039205,Technology-Engineering,dataset/Technology-Engineering/0000268.jpg
Make Mead Like a Viking,Jereme Zimmerman,Paperback,4.0,17.62,9781603585989,Technology-Engineering,dataset/Technology-Engineering/0000269.jpg
Beautiful Lego,Mike Doyle,Paperback,4.0,21.08,9781593275082,Technology-Engineering,dataset/Technology-Engineering/0000270.jpg
The Backyard Blacksmith,Lorelei Sims,Hardback,4.0,13.82,9780785825678,Technology-Engineering,dataset/Technology-Engineering/0000271.jpg
Wonders of Life,Brian Cox,Hardback,4.5,27.09,9780007452675,Technology-Engineering,dataset/Technology-Engineering/0000272.jpg
Countdown To Zero Day,Kim Zetter,Paperback,4.0,12.24,9780770436193,Technology-Engineering,dataset/Technology-Engineering/0000273.jpg
A Night to Remember,Walter Lord,Paperback,4.0,9.75,9780141399690,Technology-Engineering,dataset/Technology-Engineering/0000274.jpg
Handling the Big Jets,D.P. Davies,Hardback,4.5,40.88,9780903083010,Technology-Engineering,dataset/Technology-Engineering/0000275.jpg
The Right Stuff,Tom Wolfe,Paperback,4.0,15.86,9780312427566,Technology-Engineering,dataset/Technology-Engineering/0000276.jpg
"The Lego Power Functions Idea Book, Volume 1",Yoshihito Isogawa,Paperback,4.5,21.12,9781593276881,Technology-Engineering,dataset/Technology-Engineering/0000277.jpg
The Future of Humanity,Michio Kaku,Paperback,4.0,10.29,9780141986067,Technology-Engineering,dataset/Technology-Engineering/0000278.jpg
Holistic Management,Allan Savory,Paperback,4.0,36.41,9781610917438,Technology-Engineering,dataset/Technology-Engineering/0000279.jpg
Edible Selby,Todd Selby,Hardback,4.0,29.32,9780810998049,Technology-Engineering,dataset/Technology-Engineering/0000280.jpg
The Intelligent Gardener,Steve Solomon,Paperback,4.0,19.42,9780865717183,Technology-Engineering,dataset/Technology-Engineering/0000281.jpg
The Art of War,Tzu Sun,Hardback,4.0,12.1,9780141395845,Technology-Engineering,dataset/Technology-Engineering/0000282.jpg
What We See in the Stars,Kelsey Oseid,Hardback,4.5,13.23,9780752266510,Technology-Engineering,dataset/Technology-Engineering/0000283.jpg
The Backyard Foundry,B. Terry Aspin,Paperback,3.5,10.71,9781854861467,Technology-Engineering,dataset/Technology-Engineering/0000284.jpg
Understanding Wine Technology,David Bird,Paperback,4.5,25.59,9780953580224,Technology-Engineering,dataset/Technology-Engineering/0000285.jpg
Hit Refresh,Satya Nadella,Paperback,4.0,9.94,9780008247690,Technology-Engineering,dataset/Technology-Engineering/0000286.jpg
The Beekeeper's Bible,Richard Jones,Hardback,4.5,28.47,9781584799184,Technology-Engineering,dataset/Technology-Engineering/0000287.jpg
Ivan Ramen,Ivan Orkin,Hardback,4.0,22.58,9781607744467,Technology-Engineering,dataset/Technology-Engineering/0000288.jpg
Army of None,Paul Scharre,Paperback,4.0,16.97,9780393356588,Technology-Engineering,dataset/Technology-Engineering/0000289.jpg
Wine and War,Don Kladstrup,Paperback,4.0,10.85,9780340766781,Technology-Engineering,dataset/Technology-Engineering/0000290.jpg
Where Good Ideas Come from,Steven Johnson,Paperback,4.0,13.82,9781594485381,Technology-Engineering,dataset/Technology-Engineering/0000291.jpg
The Soul of a New Machine,Tracy Kidder,Paperback,4.0,13.64,9780316491976,Technology-Engineering,dataset/Technology-Engineering/0000292.jpg
Chocolates and Confections,Peter P. Greweling,Hardback,4.5,64.57,9780470424414,Technology-Engineering,dataset/Technology-Engineering/0000293.jpg
Empire of the Clouds,James Hamilton-Paterson,Hardback,4.0,29.25,9780571278893,Technology-Engineering,dataset/Technology-Engineering/0000294.jpg
All Things Wise and Wonderful,James Herriot,Paperback,4.5,10.31,9781447226062,Technology-Engineering,dataset/Technology-Engineering/0000295.jpg
Know your traffic signs,Great Britain: Department for Transport,Paperback,4.0,6.43,9780115528552,Technology-Engineering,dataset/Technology-Engineering/0000296.jpg
Becoming an Emotionally Focused Couple Therapist,Susan M. Johnson,Paperback,4.0,44.37,9780415947473,Technology-Engineering,dataset/Technology-Engineering/0000297.jpg
Exactly,Simon Winchester,Hardback,4.0,24.22,9780008241766,Technology-Engineering,dataset/Technology-Engineering/0000298.jpg
The Universe in Your Hand,Christophe Galfard,Paperback,4.5,9.13,9781447284109,Technology-Engineering,dataset/Technology-Engineering/0000299.jpg
Pastured Poultry Profit$,Joel Salatin,Paperback,4.0,24.13,9780963810908,Technology-Engineering,dataset/Technology-Engineering/0000300.jpg
The Ritz London,John Williams,Hardback,5.0,29.22,9781784724962,Technology-Engineering,dataset/Technology-Engineering/0000301.jpg
El Celler de Can Roca,Joan Roca,Hardback,4.5,31.34,9781910690291,Technology-Engineering,dataset/Technology-Engineering/0000302.jpg
First Man: The Life of Neil Armstrong,James Hansen,Paperback,4.0,9.58,9781471177873,Technology-Engineering,dataset/Technology-Engineering/0000303.jpg
Packing for Mars,Mary Roach,Paperback,4.0,10.89,9780393339918,Technology-Engineering,dataset/Technology-Engineering/0000304.jpg
A Short History Of Progress,Ronald Wright,Paperback,4.0,9.11,9781841958309,Technology-Engineering,dataset/Technology-Engineering/0000305.jpg
The Amateur's Lathe,Lawrence H. Sparey,Paperback,4.0,9.27,9780852422885,Technology-Engineering,dataset/Technology-Engineering/0000306.jpg
507 Mechanical Movements,Henry T. Brown,Paperback,4.0,6.07,9780486443607,Technology-Engineering,dataset/Technology-Engineering/0000307.jpg
Arts of Living on a Damaged Planet,Anna Lowenhaupt Tsing,Paperback,4.5,22.24,9781517902377,Technology-Engineering,dataset/Technology-Engineering/0000308.jpg
The Lego Boost Idea Book,Yoshihito Isogawa,Paperback,4.0,20.69,9781593279844,Technology-Engineering,dataset/Technology-Engineering/0000309.jpg
The Model Thinker,Scott E. Page,Hardback,4.0,21.85,9780465094622,Technology-Engineering,dataset/Technology-Engineering/0000310.jpg
Cartoon Animation,Preston Blair,Paperback,4.5,18.11,9781560100843,Technology-Engineering,dataset/Technology-Engineering/0000311.jpg
The Illustrated Herdwick Shepherd,James Rebanks,Hardback,4.5,17.42,9781846148903,Technology-Engineering,dataset/Technology-Engineering/0000312.jpg
Principles of Brewing Science,George J. Fix,Paperback,4.0,22.05,9780937381748,Technology-Engineering,dataset/Technology-Engineering/0000313.jpg
Hello World,Hannah Fry,Paperback,4.0,17.47,9780857525253,Technology-Engineering,dataset/Technology-Engineering/0000314.jpg
Achtung Panzer!,Heinz Guderian,Paperback,4.0,8.52,9780304352852,Technology-Engineering,dataset/Technology-Engineering/0000315.jpg
Guerrilla Warfare,Ernesto Che Guevara,Paperback,3.5,7.75,9789562915717,Technology-Engineering,dataset/Technology-Engineering/0000316.jpg
Microshelters,Derek Diedricksen,Paperback,4.0,14.16,9781612123530,Technology-Engineering,dataset/Technology-Engineering/0000317.jpg
